#       0         0          0          0          0  0  0  0
-5.971  2.42e-07  8.06e-08   8.06e-08   8.06e-08   0  0  0  0
-5.871  0.000428  0.0001426  0.0001426  0.0001426  0  0  0  0
-5.771  0.01922   0.0064     0.0064     0.0064     0  0  0  0
-5.671  0.0652    0.0218     0.0218     0.0218     0  0  0  0
-5.571  0.0886    0.0296     0.0296     0.0296     0  0  0  0
-5.471  0.101     0.0336     0.0336     0.0336     0  0  0  0
-5.371  0.1094    0.0364     0.0364     0.0364     0  0  0  0
-5.271  0.1126    0.0376     0.0376     0.0376     0  0  0  0
-5.171  0.1086    0.0362     0.0362     0.0362     0  0  0  0
-5.071  0.1198    0.04       0.04       0.04       0  0  0  0
-4.971  0.1304    0.0434     0.0434     0.0434     0  0  0  0
-4.871  0.101     0.0336     0.0336     0.0336     0  0  0  0
-4.771  0.1188    0.0396     0.0396     0.0396     0  0  0  0
-4.671  0.1258    0.042      0.042      0.042      0  0  0  0
-4.571  0.116     0.0386     0.0386     0.0386     0  0  0  0
-4.471  0.1002    0.0334     0.0334     0.0334     0  0  0  0
-4.371  0.1414    0.0472     0.0472     0.0472     0  0  0  0
-4.271  0.0882    0.0294     0.0294     0.0294     0  0  0  0
-4.171  0.132     0.044      0.044      0.044      0  0  0  0
-4.071  0.1058    0.0352     0.0352     0.0352     0  0  0  0
-3.971  0.1068    0.0356     0.0356     0.0356     0  0  0  0
-3.871  0.1274    0.0424     0.0424     0.0424     0  0  0  0
-3.771  0.088     0.0294     0.0294     0.0294     0  0  0  0
-3.671  0.1416    0.0472     0.0472     0.0472     0  0  0  0
-3.571  0.0908    0.0302     0.0302     0.0302     0  0  0  0
-3.471  0.1458    0.0486     0.0486     0.0486     0  0  0  0
-3.371  0.1396    0.0466     0.0466     0.0466     0  0  0  0
-3.271  0.0826    0.0276     0.0276     0.0276     0  0  0  0
-3.171  0.084     0.028      0.028      0.028      0  0  0  0
-3.071  0.0538    0.0179     0.0179     0.0179     0  0  0  0
-2.971  0.1112    0.037      0.037      0.037      0  0  0  0
-2.871  0.0314    0.01046    0.01046    0.01046    0  0  0  0
-2.771  0.135     0.045      0.045      0.045      0  0  0  0
-2.671  0.0236    0.00788    0.00788    0.00788    0  0  0  0
-2.571  0.13      0.0434     0.0434     0.0434     0  0  0  0
-2.471  0.0402    0.0134     0.0134     0.0134     0  0  0  0
-2.371  0.095     0.0316     0.0316     0.0316     0  0  0  0
-2.271  0.0852    0.0284     0.0284     0.0284     0  0  0  0
-2.171  0.0686    0.0228     0.0228     0.0228     0  0  0  0
-2.071  0.1368    0.0456     0.0456     0.0456     0  0  0  0
-1.971  0.1582    0.0528     0.0528     0.0528     0  0  0  0
-1.871  0.122     0.0406     0.0406     0.0406     0  0  0  0
-1.771  0.1722    0.0574     0.0574     0.0574     0  0  0  0
-1.671  0.1974    0.0658     0.0658     0.0658     0  0  0  0
-1.571  0.63      0.21       0.21       0.21       0  0  0  0
-1.471  0.374     0.1246     0.1246     0.1246     0  0  0  0
-1.371  0.1738    0.058      0.058      0.058      0  0  0  0
-1.271  0.208     0.0696     0.0696     0.0696     0  0  0  0
-1.171  0.12      0.04       0.04       0.04       0  0  0  0
-1.071  0.1372    0.0458     0.0458     0.0458     0  0  0  0
-0.971  0.244     0.0814     0.0814     0.0814     0  0  0  0
-0.871  0.1518    0.0506     0.0506     0.0506     0  0  0  0
-0.771  0.302     0.1008     0.1008     0.1008     0  0  0  0
-0.671  0.24      0.0802     0.0802     0.0802     0  0  0  0
-0.571  0.21      0.0702     0.0702     0.0702     0  0  0  0
-0.471  0.1358    0.0452     0.0452     0.0452     0  0  0  0
-0.371  0.1828    0.061      0.061      0.061      0  0  0  0
-0.271  0.1082    0.036      0.036      0.036      0  0  0  0
-0.171  0.152     0.0506     0.0506     0.0506     0  0  0  0
-0.071  0.15      0.05       0.05       0.05       0  0  0  0
0.029   0.1       0.0334     0.0334     0.0334     0  0  0  0
0.129   0.1642    0.0548     0.0548     0.0548     0  0  0  0
0.229   0.0614    0.0204     0.0204     0.0204     0  0  0  0
0.329   0.212     0.071      0.071      0.071      0  0  0  0
0.429   0.1084    0.0362     0.0362     0.0362     0  0  0  0
0.529   0.0522    0.01742    0.01742    0.01742    0  0  0  0
0.629   0.1796    0.0598     0.0598     0.0598     0  0  0  0
0.729   0.1482    0.0494     0.0494     0.0494     0  0  0  0
0.829   0.0974    0.0324     0.0324     0.0324     0  0  0  0
0.929   0.0466    0.01554    0.01554    0.01554    0  0  0  0
1.029   0.208     0.0692     0.0692     0.0692     0  0  0  0
1.129   0.1514    0.0504     0.0504     0.0504     0  0  0  0
1.229   0.0254    0.00848    0.00848    0.00848    0  0  0  0
1.329   0.1348    0.045      0.045      0.045      0  0  0  0
1.429   0.1606    0.0536     0.0536     0.0536     0  0  0  0
1.529   0.0908    0.0302     0.0302     0.0302     0  0  0  0
1.629   0.1616    0.0538     0.0538     0.0538     0  0  0  0
1.729   0.0632    0.021      0.021      0.021      0  0  0  0
1.829   0.1158    0.0386     0.0386     0.0386     0  0  0  0
1.929   0.692     0.23       0.23       0.23       0  0  0  0
2.029   0.482     0.1606     0.1606     0.1606     0  0  0  0
2.129   0.394     0.1316     0.1316     0.1316     0  0  0  0
2.229   0.452     0.151      0.151      0.151      0  0  0  0
2.329   0.448     0.149      0.149      0.149      0  0  0  0
2.429   0.262     0.087      0.087      0.087      0  0  0  0
2.529   0.518     0.1726     0.1726     0.1726     0  0  0  0
2.629   0.18      0.06       0.06       0.06       0  0  0  0
2.729   0.358     0.1196     0.1196     0.1196     0  0  0  0
2.829   0.444     0.1478     0.1478     0.1478     0  0  0  0
2.929   0.378     0.126      0.126      0.126      0  0  0  0
3.029   0.1674    0.0558     0.0558     0.0558     0  0  0  0
3.129   0.44      0.1464     0.1464     0.1464     0  0  0  0
3.229   0.378     0.1258     0.1258     0.1258     0  0  0  0
3.329   0.532     0.1774     0.1774     0.1774     0  0  0  0
3.429   2.46      0.818      0.818      0.818      0  0  0  0
3.529   1.926     0.642      0.642      0.642      0  0  0  0
3.629   1.252     0.418      0.418      0.418      0  0  0  0
3.729   1.33      0.444      0.444      0.444      0  0  0  0
3.829   2.24      0.744      0.744      0.744      0  0  0  0
3.929   1.25      0.416      0.416      0.416      0  0  0  0
4.029   0.998     0.332      0.332      0.332      0  0  0  0
4.129   0.926     0.308      0.308      0.308      0  0  0  0
4.229   0.852     0.284      0.284      0.284      0  0  0  0
4.329   0.822     0.274      0.274      0.274      0  0  0  0
4.429   0.746     0.248      0.248      0.248      0  0  0  0
4.529   0.76      0.254      0.254      0.254      0  0  0  0
4.629   0.686     0.228      0.228      0.228      0  0  0  0
4.729   0.784     0.262      0.262      0.262      0  0  0  0
4.829   0.778     0.26       0.26       0.26       0  0  0  0
4.929   0.624     0.208      0.208      0.208      0  0  0  0
5.029   0.63      0.21       0.21       0.21       0  0  0  0
5.129   2.36      0.788      0.788      0.788      0  0  0  0
5.229   1.832     0.61       0.61       0.61       0  0  0  0
5.329   1.252     0.418      0.418      0.418      0  0  0  0
5.429   1.574     0.524      0.524      0.524      0  0  0  0
5.529   0.95      0.316      0.316      0.316      0  0  0  0
5.629   1.4       0.466      0.466      0.466      0  0  0  0
5.729   1.28      0.426      0.426      0.426      0  0  0  0
5.829   0.948     0.316      0.316      0.316      0  0  0  0
5.929   1.414     0.472      0.472      0.472      0  0  0  0
6.029   1.428     0.476      0.476      0.476      0  0  0  0
6.129   1.458     0.486      0.486      0.486      0  0  0  0
6.229   2.1       0.702      0.702      0.702      0  0  0  0
6.329   3.04      1.014      1.014      1.014      0  0  0  0
6.429   0.432     0.1438     0.1438     0.1438     0  0  0  0
6.529   0.001258  0.00042    0.00042    0.00042    0  0  0  0
6.629   0.001956  0.000652   0.000652   0.000652   0  0  0  0
6.729   0.232     0.077      0.077      0.077      0  0  0  0
6.829   0.75      0.25       0.25       0.25       0  0  0  0
6.929   0.856     0.286      0.286      0.286      0  0  0  0
7.029   0.612     0.204      0.204      0.204      0  0  0  0
7.129   0.532     0.1774     0.1774     0.1774     0  0  0  0
7.229   0.402     0.1342     0.1342     0.1342     0  0  0  0
7.329   0.602     0.2        0.2        0.2        0  0  0  0
7.429   0.876     0.292      0.292      0.292      0  0  0  0
7.529   0.45      0.15       0.15       0.15       0  0  0  0
7.629   0.412     0.1372     0.1372     0.1372     0  0  0  0
7.729   0.47      0.157      0.157      0.157      0  0  0  0
7.829   0.5       0.167      0.167      0.167      0  0  0  0
7.929   0.578     0.1924     0.1924     0.1924     0  0  0  0
8.029   0.594     0.198      0.198      0.198      0  0  0  0
8.129   0.598     0.1992     0.1992     0.1992     0  0  0  0
8.229   0.57      0.19       0.19       0.19       0  0  0  0
8.329   0.514     0.1714     0.1714     0.1714     0  0  0  0
8.429   0.572     0.1904     0.1904     0.1904     0  0  0  0
8.529   0.612     0.204      0.204      0.204      0  0  0  0
8.629   0.642     0.214      0.214      0.214      0  0  0  0
8.729   0.746     0.248      0.248      0.248      0  0  0  0
8.829   2.04      0.684      0.684      0.684      0  0  0  0
8.929   3.06      1.02       1.02       1.02       0  0  0  0
9.029   1.254     0.418      0.418      0.418      0  0  0  0
9.129   1.05      0.35       0.35       0.35       0  0  0  0
9.229   0.762     0.254      0.254      0.254      0  0  0  0
9.329   0.862     0.288      0.288      0.288      0  0  0  0
9.429   0.89      0.296      0.296      0.296      0  0  0  0
9.529   1.156     0.386      0.386      0.386      0  0  0  0
9.629   2.06      0.686      0.686      0.686      0  0  0  0
9.729   2.14      0.714      0.714      0.714      0  0  0  0
9.829   2.02      0.674      0.674      0.674      0  0  0  0
9.929   1.036     0.346      0.346      0.346      0  0  0  0
10.029  0.274     0.0912     0.0912     0.0912     0  0  0  0
10.129  0.64      0.214      0.214      0.214      0  0  0  0
10.229  0.524     0.175      0.175      0.175      0  0  0  0
10.329  0.302     0.1006     0.1006     0.1006     0  0  0  0
10.429  0.634     0.212      0.212      0.212      0  0  0  0
10.529  0.1128    0.0376     0.0376     0.0376     0  0  0  0
10.629  0.374     0.1246     0.1246     0.1246     0  0  0  0
10.729  0.428     0.1428     0.1428     0.1428     0  0  0  0
10.829  0.416     0.1388     0.1388     0.1388     0  0  0  0
10.929  0.546     0.1818     0.1818     0.1818     0  0  0  0
11.029  0.456     0.1516     0.1516     0.1516     0  0  0  0
11.129  0.406     0.1352     0.1352     0.1352     0  0  0  0
11.229  0.488     0.1626     0.1626     0.1626     0  0  0  0
11.329  0.332     0.111      0.111      0.111      0  0  0  0
11.429  0.1476    0.0492     0.0492     0.0492     0  0  0  0
11.529  0.514     0.1716     0.1716     0.1716     0  0  0  0
11.629  0.288     0.0958     0.0958     0.0958     0  0  0  0
11.729  0.22      0.0736     0.0736     0.0736     0  0  0  0
11.829  0.452     0.1504     0.1504     0.1504     0  0  0  0
11.929  0.242     0.0804     0.0804     0.0804     0  0  0  0
12.029  0.26      0.0866     0.0866     0.0866     0  0  0  0
