#       0         0          0          0          0  0  0  0
12.129  0.492     0.1638     0.1638     0.1638     0  0  0  0
12.229  0.226     0.0754     0.0754     0.0754     0  0  0  0
12.329  0.1924    0.0642     0.0642     0.0642     0  0  0  0
12.429  0.476     0.1584     0.1584     0.1584     0  0  0  0
12.529  0.34      0.113      0.113      0.113      0  0  0  0
12.629  0.1128    0.0376     0.0376     0.0376     0  0  0  0
12.729  0.526     0.1754     0.1754     0.1754     0  0  0  0
12.829  0.1928    0.0642     0.0642     0.0642     0  0  0  0
12.929  0.294     0.0978     0.0978     0.0978     0  0  0  0
13.029  0.484     0.1614     0.1614     0.1614     0  0  0  0
13.129  0.214     0.0714     0.0714     0.0714     0  0  0  0
13.229  0.1752    0.0584     0.0584     0.0584     0  0  0  0
13.329  0.564     0.1878     0.1878     0.1878     0  0  0  0
13.429  0.254     0.0848     0.0848     0.0848     0  0  0  0
13.529  0.1696    0.0566     0.0566     0.0566     0  0  0  0
13.629  0.522     0.1742     0.1742     0.1742     0  0  0  0
13.729  0.318     0.1062     0.1062     0.1062     0  0  0  0
13.829  0.432     0.1438     0.1438     0.1438     0  0  0  0
13.929  0.512     0.1708     0.1708     0.1708     0  0  0  0
14.029  0.388     0.1296     0.1296     0.1296     0  0  0  0
14.129  0.284     0.095      0.095      0.095      0  0  0  0
14.229  0.32      0.1068     0.1068     0.1068     0  0  0  0
14.329  0.254     0.0844     0.0844     0.0844     0  0  0  0
14.429  0.1406    0.0468     0.0468     0.0468     0  0  0  0
14.529  0.276     0.0918     0.0918     0.0918     0  0  0  0
14.629  0.352     0.1174     0.1174     0.1174     0  0  0  0
14.729  0.1048    0.035      0.035      0.035      0  0  0  0
14.829  0.294     0.0982     0.0982     0.0982     0  0  0  0
14.929  0.524     0.1748     0.1748     0.1748     0  0  0  0
15.029  0.105     0.035      0.035      0.035      0  0  0  0
15.129  0.272     0.0904     0.0904     0.0904     0  0  0  0
15.229  0.424     0.1412     0.1412     0.1412     0  0  0  0
15.329  0.262     0.0872     0.0872     0.0872     0  0  0  0
15.429  0.296     0.0986     0.0986     0.0986     0  0  0  0
15.529  0.308     0.1026     0.1026     0.1026     0  0  0  0
15.629  0.282     0.094      0.094      0.094      0  0  0  0
15.729  0.318     0.1062     0.1062     0.1062     0  0  0  0
15.829  0.394     0.1316     0.1316     0.1316     0  0  0  0
15.929  0.258     0.0858     0.0858     0.0858     0  0  0  0
16.029  0.212     0.0708     0.0708     0.0708     0  0  0  0
16.129  0.542     0.181      0.181      0.181      0  0  0  0
16.229  0.332     0.1104     0.1104     0.1104     0  0  0  0
16.329  0.342     0.1142     0.1142     0.1142     0  0  0  0
16.429  0.598     0.1992     0.1992     0.1992     0  0  0  0
16.529  0.762     0.254      0.254      0.254      0  0  0  0
16.629  0.26      0.087      0.087      0.087      0  0  0  0
16.729  0.0402    0.01338    0.01338    0.01338    0  0  0  0
16.829  0.0376    0.01254    0.01254    0.01254    0  0  0  0
16.929  0.0868    0.029      0.029      0.029      0  0  0  0
17.029  0.1158    0.0386     0.0386     0.0386     0  0  0  0
17.129  0.0514    0.0171     0.0171     0.0171     0  0  0  0
17.229  0.0422    0.01406    0.01406    0.01406    0  0  0  0
17.329  0.0562    0.01876    0.01876    0.01876    0  0  0  0
17.429  0.1714    0.0572     0.0572     0.0572     0  0  0  0
17.529  0.1254    0.0418     0.0418     0.0418     0  0  0  0
17.629  0.0404    0.01348    0.01348    0.01348    0  0  0  0
17.729  0.1314    0.0438     0.0438     0.0438     0  0  0  0
17.829  0.033     0.01102    0.01102    0.01102    0  0  0  0
17.929  0.01716   0.00572    0.00572    0.00572    0  0  0  0
18.029  0.1848    0.0616     0.0616     0.0616     0  0  0  0
18.129  0.06      0.02       0.02       0.02       0  0  0  0
18.229  0.022     0.0073     0.0073     0.0073     0  0  0  0
18.329  0.0798    0.0266     0.0266     0.0266     0  0  0  0
18.429  0.1192    0.0398     0.0398     0.0398     0  0  0  0
18.529  0.052     0.01734    0.01734    0.01734    0  0  0  0
18.629  0.0478    0.01596    0.01596    0.01596    0  0  0  0
18.729  0.099     0.033      0.033      0.033      0  0  0  0
18.829  0.03      0.01002    0.01002    0.01002    0  0  0  0
18.929  0.0854    0.0284     0.0284     0.0284     0  0  0  0
19.029  0.1004    0.0334     0.0334     0.0334     0  0  0  0
19.129  0.034     0.01134    0.01134    0.01134    0  0  0  0
19.229  0.0592    0.01972    0.01972    0.01972    0  0  0  0
19.329  0.1038    0.0346     0.0346     0.0346     0  0  0  0
19.429  0.0424    0.01416    0.01416    0.01416    0  0  0  0
19.529  0.07      0.0234     0.0234     0.0234     0  0  0  0
19.629  0.075     0.025      0.025      0.025      0  0  0  0
19.729  0.0644    0.0214     0.0214     0.0214     0  0  0  0
19.829  0.096     0.032      0.032      0.032      0  0  0  0
19.929  0.0296    0.00988    0.00988    0.00988    0  0  0  0
20.029  0.0113    0.00376    0.00376    0.00376    0  0  0  0
20.129  0.0484    0.01616    0.01616    0.01616    0  0  0  0
20.229  0.0714    0.0238     0.0238     0.0238     0  0  0  0
20.329  0.0356    0.01188    0.01188    0.01188    0  0  0  0
20.429  0.01658   0.00552    0.00552    0.00552    0  0  0  0
20.529  0.0488    0.01624    0.01624    0.01624    0  0  0  0
20.629  0.0546    0.01822    0.01822    0.01822    0  0  0  0
20.729  0.0122    0.00406    0.00406    0.00406    0  0  0  0
20.829  0.0644    0.0214     0.0214     0.0214     0  0  0  0
20.929  0.0292    0.00974    0.00974    0.00974    0  0  0  0
21.029  0.072     0.024      0.024      0.024      0  0  0  0
21.129  0.0474    0.0158     0.0158     0.0158     0  0  0  0
21.229  0.01548   0.00516    0.00516    0.00516    0  0  0  0
21.329  0.001036  0.000346   0.000346   0.000346   0  0  0  0
21.429  7.62e-05  2.54e-05   2.54e-05   2.54e-05   0  0  0  0
21.529  8.32e-08  2.78e-08   2.78e-08   2.78e-08   0  0  0  0
