#       0          0          0  0
-5.971  9.1e-05    9.1e-05    0  0
-5.871  0.0922     0.0922     0  0
-5.771  1.656      1.656      0  0
-5.671  1.484      1.484      0  0
-5.571  0.896      0.896      0  0
-5.471  0.692      0.692      0  0
-5.371  0.582      0.582      0  0
-5.271  0.496      0.496      0  0
-5.171  0.418      0.418      0  0
-5.071  0.414      0.414      0  0
-4.971  0.406      0.406      0  0
-4.871  0.29       0.29       0  0
-4.771  0.328      0.328      0  0
-4.671  0.318      0.318      0  0
-4.571  0.284      0.284      0  0
-4.471  0.238      0.238      0  0
-4.371  0.316      0.316      0  0
-4.271  0.2        0.2        0  0
-4.171  0.278      0.278      0  0
-4.071  0.228      0.228      0  0
-3.971  0.218      0.218      0  0
-3.871  0.268      0.268      0  0
-3.771  0.1776     0.1776     0  0
-3.671  0.298      0.298      0  0
-3.571  0.1952     0.1952     0  0
-3.471  0.326      0.326      0  0
-3.371  0.358      0.358      0  0
-3.271  0.1442     0.1442     0  0
-3.171  0.1376     0.1376     0  0
-3.071  0.0858     0.0858     0  0
-2.971  0.1768     0.1768     0  0
-2.871  0.0498     0.0498     0  0
-2.771  0.21       0.21       0  0
-2.671  0.0374     0.0374     0  0
-2.571  0.2        0.2        0  0
-2.471  0.0608     0.0608     0  0
-2.371  0.1508     0.1508     0  0
-2.271  0.1244     0.1244     0  0
-2.171  0.1146     0.1146     0  0
-2.071  0.21       0.21       0  0
-1.971  0.278      0.278      0  0
-1.871  0.204      0.204      0  0
-1.771  0.266      0.266      0  0
-1.671  0.298      0.298      0  0
-1.571  0.83       0.83       0  0
-1.471  0.47       0.47       0  0
-1.371  0.208      0.208      0  0
-1.271  0.248      0.248      0  0
-1.171  0.135      0.135      0  0
-1.071  0.152      0.152      0  0
-0.971  0.268      0.268      0  0
-0.871  0.1556     0.1556     0  0
-0.771  0.1938     0.1938     0  0
-0.671  0.1464     0.1464     0  0
-0.571  0.1316     0.1316     0  0
-0.471  0.1238     0.1238     0  0
-0.371  0.1396     0.1396     0  0
-0.271  0.0608     0.0608     0  0
-0.171  0.1584     0.1584     0  0
-0.071  0.0948     0.0948     0  0
0.029   0.0644     0.0644     0  0
0.129   0.1664     0.1664     0  0
0.229   0.0368     0.0368     0  0
0.329   0.142      0.142      0  0
0.429   0.109      0.109      0  0
0.529   0.0452     0.0452     0  0
0.629   0.1168     0.1168     0  0
0.729   0.117      0.117      0  0
0.829   0.08       0.08       0  0
0.929   0.0398     0.0398     0  0
1.029   0.1444     0.1444     0  0
1.129   0.1018     0.1018     0  0
1.229   0.0226     0.0226     0  0
1.329   0.1172     0.1172     0  0
1.429   0.0946     0.0946     0  0
1.529   0.0476     0.0476     0  0
1.629   0.131      0.131      0  0
1.729   0.0442     0.0442     0  0
1.829   0.0276     0.0276     0  0
1.929   0.1868     0.1868     0  0
2.029   0.039      0.039      0  0
2.129   0.01744    0.01744    0  0
2.229   0.1428     0.1428     0  0
2.329   0.0764     0.0764     0  0
2.429   0.036      0.036      0  0
2.529   0.1408     0.1408     0  0
2.629   0.0368     0.0368     0  0
2.729   0.0278     0.0278     0  0
2.829   0.1742     0.1742     0  0
2.929   0.0528     0.0528     0  0
3.029   0.01618    0.01618    0  0
3.129   0.1158     0.1158     0  0
3.229   0.0726     0.0726     0  0
3.329   0.0508     0.0508     0  0
3.429   0.1016     0.1016     0  0
3.529   0.0616     0.0616     0  0
3.629   0.01918    0.01918    0  0
3.729   0.1106     0.1106     0  0
3.829   0.09       0.09       0  0
3.929   0.0206     0.0206     0  0
4.029   0.0766     0.0766     0  0
4.129   0.0636     0.0636     0  0
4.229   0.0588     0.0588     0  0
4.329   0.0824     0.0824     0  0
4.429   0.0446     0.0446     0  0
4.529   0.043      0.043      0  0
4.629   0.0624     0.0624     0  0
4.729   0.0634     0.0634     0  0
4.829   0.059      0.059      0  0
4.929   0.0468     0.0468     0  0
5.029   0.0216     0.0216     0  0
5.129   0.0808     0.0808     0  0
5.229   0.0468     0.0468     0  0
5.329   0.01886    0.01886    0  0
5.429   0.072      0.072      0  0
5.529   0.01312    0.01312    0  0
5.629   0.0568     0.0568     0  0
5.729   0.0364     0.0364     0  0
5.829   0.0173     0.0173     0  0
5.929   0.038      0.038      0  0
6.029   0.0254     0.0254     0  0
6.129   0.01884    0.01884    0  0
6.229   0.01636    0.01636    0  0
6.329   0.00612    0.00612    0  0
6.429   0.000242   0.000242   0  0
6.529   3.96e-07   3.96e-07   0  0
6.629   0.001274   0.001274   0  0
6.729   0.1504     0.1504     0  0
6.829   0.486      0.486      0  0
6.929   0.568      0.568      0  0
7.029   0.386      0.386      0  0
7.129   0.322      0.322      0  0
7.229   0.228      0.228      0  0
7.329   0.316      0.316      0  0
7.429   0.448      0.448      0  0
7.529   0.222      0.222      0  0
7.629   0.1916     0.1916     0  0
7.729   0.21       0.21       0  0
7.829   0.368      0.368      0  0
7.929   0.638      0.638      0  0
8.029   0.442      0.442      0  0
8.129   0.344      0.344      0  0
8.229   0.282      0.282      0  0
8.329   0.21       0.21       0  0
8.429   0.224      0.224      0  0
8.529   0.194      0.194      0  0
8.629   0.1732     0.1732     0  0
8.729   0.1172     0.1172     0  0
8.829   0.129      0.129      0  0
8.929   0.1512     0.1512     0  0
9.029   0.0356     0.0356     0  0
9.129   0.049      0.049      0  0
9.229   0.01458    0.01458    0  0
9.329   0.0464     0.0464     0  0
9.429   0.1036     0.1036     0  0
9.529   0.218      0.218      0  0
9.629   0.196      0.196      0  0
9.729   0.123      0.123      0  0
9.829   0.506      0.506      0  0
9.929   0.944      0.944      0  0
10.029  0.49       0.49       0  0
10.129  0.54       0.54       0  0
10.229  0.352      0.352      0  0
10.329  0.36       0.36       0  0
10.429  0.382      0.382      0  0
10.529  0.1428     0.1428     0  0
10.629  0.288      0.288      0  0
10.729  0.276      0.276      0  0
10.829  0.382      0.382      0  0
10.929  0.1434     0.1434     0  0
