#       0          0          0  0
11.029  0.0956     0.0956     0  0
11.129  0.23       0.23       0  0
11.229  0.1334     0.1334     0  0
11.329  0.01086    0.01086    0  0
11.429  0.01572    0.01572    0  0
11.529  0.032      0.032      0  0
11.629  0.109      0.109      0  0
11.729  0.01624    0.01624    0  0
11.829  0.01544    0.01544    0  0
11.929  0.01678    0.01678    0  0
12.029  0.0898     0.0898     0  0
12.129  0.0454     0.0454     0  0
12.229  0.00956    0.00956    0  0
12.329  0.0228     0.0228     0  0
12.429  0.0364     0.0364     0  0
12.529  0.0914     0.0914     0  0
12.629  0.0064     0.0064     0  0
12.729  0.0374     0.0374     0  0
12.829  0.0868     0.0868     0  0
12.929  0.17       0.17       0  0
13.029  0.1166     0.1166     0  0
13.129  0.0362     0.0362     0  0
13.229  0.0926     0.0926     0  0
13.329  0.1332     0.1332     0  0
13.429  0.0404     0.0404     0  0
13.529  0.0746     0.0746     0  0
13.629  0.1038     0.1038     0  0
13.729  0.0636     0.0636     0  0
13.829  0.0892     0.0892     0  0
13.929  0.0846     0.0846     0  0
14.029  0.1228     0.1228     0  0
14.129  0.091      0.091      0  0
14.229  0.0688     0.0688     0  0
14.329  0.0374     0.0374     0  0
14.429  0.0668     0.0668     0  0
14.529  0.0638     0.0638     0  0
14.629  0.0436     0.0436     0  0
14.729  0.034      0.034      0  0
14.829  0.0776     0.0776     0  0
14.929  0.1018     0.1018     0  0
15.029  0.028      0.028      0  0
15.129  0.0452     0.0452     0  0
15.229  0.1084     0.1084     0  0
15.329  0.0872     0.0872     0  0
15.429  0.0526     0.0526     0  0
15.529  0.01176    0.01176    0  0
15.629  0.0916     0.0916     0  0
15.729  0.0942     0.0942     0  0
15.829  0.01934    0.01934    0  0
15.929  0.0364     0.0364     0  0
16.029  0.058      0.058      0  0
16.129  0.078      0.078      0  0
16.229  0.024      0.024      0  0
16.329  0.0492     0.0492     0  0
16.429  0.0314     0.0314     0  0
16.529  0.0484     0.0484     0  0
16.629  0.0476     0.0476     0  0
16.729  0.0392     0.0392     0  0
16.829  0.01746    0.01746    0  0
16.929  0.0396     0.0396     0  0
17.029  0.0654     0.0654     0  0
17.129  0.0268     0.0268     0  0
17.229  0.02       0.02       0  0
17.329  0.0338     0.0338     0  0
17.429  0.058      0.058      0  0
17.529  0.025      0.025      0  0
17.629  0.0296     0.0296     0  0
17.729  0.0554     0.0554     0  0
17.829  0.0078     0.0078     0  0
17.929  0.0025     0.0025     0  0
18.029  0.0436     0.0436     0  0
18.129  0.021      0.021      0  0
18.229  0.001696   0.001696   0  0
18.329  0.01324    0.01324    0  0
18.429  0.03       0.03       0  0
18.529  0.01264    0.01264    0  0
18.629  0.01176    0.01176    0  0
18.729  0.023      0.023      0  0
18.829  0.0033     0.0033     0  0
18.929  0.0278     0.0278     0  0
19.029  0.0172     0.0172     0  0
19.129  0.001528   0.001528   0  0
19.229  0.00588    0.00588    0  0
19.329  0.0132     0.0132     0  0
19.429  0.0097     0.0097     0  0
19.529  0.000556   0.000556   0  0
19.629  0.0029     0.0029     0  0
19.729  0.00624    0.00624    0  0
19.829  0.01858    0.01858    0  0
19.929  0.000976   0.000976   0  0
20.029  5e-06      5e-06      0  0
20.129  0.001852   0.001852   0  0
20.229  0.01678    0.01678    0  0
20.329  0.00878    0.00878    0  0
20.429  0.00306    0.00306    0  0
20.529  0.00558    0.00558    0  0
20.629  0.00664    0.00664    0  0
20.729  0.001028   0.001028   0  0
20.829  0.00508    0.00508    0  0
20.929  0.00183    0.00183    0  0
21.029  0.00264    0.00264    0  0
21.129  0.001052   0.001052   0  0
21.229  0.000234   0.000234   0  0
21.329  1.644e-06  1.644e-06  0  0
21.429  1.562e-10  1.562e-10  0  0
21.529  2.28e-16   2.28e-16   0  0
